id,Title,Ingredients,Instructions,Image_Name,Cleaned_Ingredients
422,Hamburguesas de garbanzos y champiñones,"['1/2 cup red or black quinoa, rinsed', 'Kosher salt', '1/2 cup extra-virgin olive oil, divided, plus more for drizzling', '2 (14.5-oz.) cans chickpeas, rinsed, drained', '1 tsp. garlic powder', '1/2 tsp. smoked paprika', '8 oz. crimini mushrooms, trimmed, cut into 1/4"" pieces', '1/4 cup tahini', '1/4 cup white miso', '1/4 cup oat flour or all-purpose flour', '8 slices sharp cheddar or vegan cheese', 'Mayonnaise, mustard, hamburger buns, shredded iceberg lettuce, and sliced pickles (for serving; optional)']","Cocine la quinua en una cacerola grande con agua hirviendo ligeramente salada, revolviendo ocasionalmente, hasta que esté tierna, de 8 a 10 minutos. Escurrir bien y dejar enfriar al menos 10 minutos.
Mientras tanto, caliente 1/4 taza de aceite en una sartén antiadherente grande a fuego medio-alto. Agregue los garbanzos (asegúrese de que estén bien escurridos) y cocine, revolviendo ocasionalmente, hasta que estén ligeramente dorados, de 8 a 10 minutos. Agregue el ajo en polvo y el pimentón y revuelva varias veces para cubrir. Transfiera a un tazón grande y déjelo enfriar unos 5 minutos.
Agregue los champiñones, el tahini, el miso y 1/4 taza de aceite al tazón con los garbanzos y triture con un machacador de papas o con un tenedor para combinar. Agregue la quinua y la harina y triture hasta que la mezcla se mantenga unida cuando la apriete en la mano. Pruebe y sazone con sal si es necesario. Forme 8 hamburguesas y colóquelas en una bandeja para hornear con borde forrada con papel pergamino. Congele hasta que esté firme, aproximadamente 2 horas. En este punto, las hamburguesas se pueden hornear o pueden permanecer congeladas hasta por 3 meses. Transfiera a bolsas para congelar con cierre o colóquelas en un recipiente hermético con hojas de pergamino entre las hamburguesas.
Precalienta el horno a 425°. Rocíe generosamente las hamburguesas congeladas con aceite por ambos lados en una bandeja para hornear con borde. Hornee las hamburguesas hasta que estén doradas y crujientes, de 25 a 30 minutos. Coloque una rebanada de queso encima de cada hamburguesa y hornee hasta que el queso se derrita, aproximadamente 1 minuto.
Unte mayonesa y mostaza en los lados cortados de los panecillos (si los usa). Coloque las hamburguesas en los panecillos inferiores. Cubra con lechuga y pepinillos (si los usa) y cierre las hamburguesas.
Adelante: Las hamburguesas se pueden preparar con 3 meses de anticipación. Transfiera a una bolsa para congelador con cierre y congele.",chickpea-mushroom-burgers,"['1/2 taza de quinua roja o negra, enjuagada', 'Sal kosher', '1/2 taza de aceite de oliva virgen extra, dividido, y más para rociar', '2 latas (14,5 oz) de garbanzos, enjuagadas y escurridas', '1 cucharadita. ajo en polvo', '1/2 cucharadita. pimentón ahumado', '8 oz. champiñones crimini, recortados, cortados en trozos de 1/4"", '1/4 taza de tahini', '1/4 taza de miso blanco', '1/4 taza de harina de avena o harina para todo uso', '8 rebanadas de queso cheddar o vegano', 'mayonesa', 'mostaza', 'pan de hamburguesa', 'lechuga iceberg rallada', 'y pepinillos en rodajas (para servir; opcional)']"
423,Sopa De Kimchi Con Tofu Y Almejas,"['2 Tbsp. neutral oil (such as canola or grapeseed)', '1 small onion, thinly sliced', '6 garlic cloves, thinly sliced', '1 lb. kimchi, juices reserved, thinly sliced', '1 Tbsp. white miso', '1/2 tsp. (or more) kosher salt', '1 lb. littleneck clams (8–12), scrubbed', '2 Tbsp. unsalted butter', '1 lb. silken tofu, drained, cut into 1"" pieces', '2 scallions, white and light green parts only, thinly sliced']","Caliente el aceite en una olla de 4 a 6 cuartos de galón. Horno holandés o una olla grande y pesada a fuego medio hasta que esté caliente. Agregue la cebolla y el ajo y cocine, revolviendo con frecuencia, hasta que la cebolla se ablande, de 3 a 5 minutos. Agregue el kimchi junto con su jugo y cocine, revolviendo con frecuencia, hasta que el kimchi comience a caramelizarse y a pegarse al fondo de la olla, de 8 a 10 minutos. Agrega 4 tazas de agua y aumenta el fuego a medio-alto para que hierva. Reduzca el fuego según sea necesario para mantener el fuego lento y cocine, revolviendo ocasionalmente, hasta que parte del líquido se evapore y los sabores se hayan fusionado, aproximadamente 15 minutos.
Vierta unas cucharadas de sopa en un tazón pequeño. Agrega miso y sal. Revuelva hasta que el miso se afloje hasta obtener una consistencia suave similar a una salsa, luego vuelva a agregarlo a la sopa (esto ayuda a evitar grumos de miso sin disolver).
Agrega las almejas a la sopa. Tape y cocine, revolviendo ocasionalmente, hasta que las almejas se abran, de 5 a 7 minutos, según el tamaño (deseche las almejas que no se abran después de 15 minutos). Incorpora la mantequilla y luego agrega el tofu. Revuelva muy suavemente la sopa solo para incorporar el tofu (tenga cuidado de no romperlo demasiado). Continúe cocinando la sopa, sin tocarla, hasta que el tofu esté bien caliente, de 1 a 2 minutos. Pruebe y sazone con sal si es necesario.
Divida la sopa y las almejas en tazones. Cubra con cebolletas.",kimchi-soup-with-tofu-and-clams,"['2 cucharadas. aceite neutro (como canola o semilla de uva)', '1 cebolla pequeña, en rodajas finas', '6 dientes de ajo, en rodajas finas', '1 libra de kimchi, jugo reservado, en rodajas finas', '1 cucharada. miso blanco', '1/2 cucharadita. (o más) sal kosher', '1 libra de almejas de cuello pequeño (8 a 12), lavadas', '2 cucharadas. mantequilla sin sal', '1 libra de tofu sedoso, escurrido, cortado en trozos de 1"", '2 cebolletas', 'solo las partes blancas y verdes claras', 'en rodajas finas']"
424,Filetes De Repollo Asado Con Garbanzos Crujientes Y Crutones De Hierbas,"['2 medium purple or green cabbages (4–5 lb. total; second cabbage optional)', '2 tsp. (or more) kosher salt, divided', '1 3/4 tsp. freshly ground black pepper, divided', '2 (14.5-oz.) cans chickpeas, drained, rinsed', '1 tsp. ground cumin', '1/2 cup plus 1 Tbsp. extra-virgin olive oil, divided; plus more for drizzling', '1 1/4 tsp. ground coriander, divided', '1/2 loaf sourdough bread (about 1/2 lb.)', '2 garlic cloves, finely grated, divided', '2 tsp. Dijon mustard, divided', '2 Tbsp. finely chopped parsley, plus whole leaves for serving', '1/2 cup vegan or regular mayonnaise', '2 Tbsp. (or more) fresh lemon juice']","Precalienta el horno a 425°F. Corte 1 repollo en filetes de 1"" de grosor. Corte el segundo repollo por la mitad (si lo usa). Colóquelo en una bandeja para hornear con borde grande y rocíelo con aceite. Voltee los filetes y las mitades y rocíe los segundos lados con aceite; sazone con 1 cucharadita de sal y 1/2 cucharadita de pimienta. Coloque las mitades de repollo con el lado cortado hacia abajo y ase hasta que estén doradas en el fondo y tiernas, de 35 a 40 minutos. (Reserve las mitades de repollo para otro uso. Deje enfriar, luego cubra y relájate.)
Mientras tanto, coloque los garbanzos en otra bandeja para hornear con borde y séquelos con una toalla limpia. Agregue comino, 1/4 taza de aceite, 1 cucharadita. cilantro, 1/2 cucharadita. sal y 1/2 cucharadita. pimienta y revuelva para combinar. Ase, revolviendo una vez a la mitad, hasta que esté dorado y crujiente, de 20 a 25 minutos. Transfiera a un tazón mediano y reserve; reserve la bandeja para hornear (no es necesario lavarla).
Corte el pan en trozos pequeños. Batir 1/4 taza de aceite, 1 diente de ajo rallado, 1 cucharadita. mostaza, 2 cucharadas. perejil picado, 1/2 cucharadita. sal, 1/4 cucharadita. pimienta y el 1/4 de cucharadita restante. cilantro en un tazón grande para combinar. Agregue el pan desmenuzado y revuelva bien para cubrir. Tan pronto como los garbanzos terminen de asarse, transfiera el pan a la bandeja para hornear reservada y ase hasta que esté dorado y crujiente, de 10 a 12 minutos.
Batir la mayonesa, el jugo de limón y el resto del ajo rallado, 1 cucharada. aceite, 1 cucharadita. mostaza y 1/2 cucharadita. pimienta en un tazón pequeño. Pruebe y sazone con sal si es necesario.
Unte los platos con salsa de mayonesa y cubra con los filetes de repollo. Cubra el repollo con garbanzos y picatostes. Rocíe con más salsa de mayonesa y diluya con jugo de limón o agua si es necesario para que se pueda verter. Cubra con hojas de perejil.",roasted-cabbage-steaks-with-crispy-chickpeas-and-herby-croutons,"['2 repollos medianos morados o verdes (de 4 a 5 libras en total; el segundo repollo es opcional)', '2 cucharaditas. (o más) sal kosher, dividida', '1 3/4 cucharadita. pimienta negra recién molida, cantidad dividida', '2 latas (14,5 onzas) de garbanzos, escurridas y enjuagadas', '1 cucharadita. comino molido, 1/2 taza más 1 cucharada. aceite de oliva virgen extra, cantidad dividida; y más para rociar', '1 1/4 cucharadita. cilantro molido, dividido', '1/2 barra de pan de masa madre (aproximadamente 1/2 libra)', '2 dientes de ajo, finamente rallados, divididos', '2 cucharaditas. Mostaza de Dijon, dividida', '2 cdas. perejil finamente picado, más hojas enteras para servir', '1/2 taza de mayonesa vegana o normal', '2 cdas. (o más) jugo de limón fresco']"
425,Risotto Cremoso De Calabaza Con Pepitas Tostadas,"['2 large butternut squash (about 4 1/2 lb. total)', '1/4 cup extra-virgin olive oil', '1 Tbsp. white miso', '1 tsp. smoked paprika', '1/2 tsp. kosher salt', '1/3 cup plus 2 Tbsp. extra-virgin olive oil', '1 medium onion, finely chopped', '2 1/2 tsp. (or more) kosher salt, divided', '2 cups arborio rice', '1 cup dry white wine or hard or sweet cider', '3/4 cup raw pumpkin seeds (pepitas)', '2 tsp. smoked paprika', '1/4 tsp. crushed red pepper flakes', '2 tsp. finely grated orange zest', '1/2 cup coarsely chopped dill or parsley (from about 1/2 bunch)', 'Orange wedges (for serving)']","Precalienta el horno a 400°F. Corte la calabaza por la mitad a lo largo y quítele las semillas. Coloque la calabaza (con el lado cortado hacia abajo) en una bandeja para hornear con borde y ase hasta que ceda fácilmente al presionarla, de 30 a 45 minutos. Reserva hasta que esté lo suficientemente frío como para manipularlo.
Saque la pulpa de la calabaza y transfiérala a un procesador de alimentos. Agregue aceite, miso, pimentón y sal y haga puré, raspando los lados según sea necesario, hasta que quede muy suave.
Adelante: El puré de calabaza se puede preparar con 4 días de anticipación. Transfiera a un recipiente hermético y enfríe.
Ponga a hervir 8 tazas de agua en una olla mediana.
Calienta 2 cucharadas. aceite en una sartén grande y profunda o en una fuente para estofar a fuego medio. Cocine la cebolla, revolviendo ocasionalmente, hasta que esté blanda y traslúcida pero no dorada, de 5 a 7 minutos. Sazone con 2 cucharaditas. sal, agregue el arroz y revuelva para combinar. Continúe cocinando, revolviendo ocasionalmente, hasta que el arroz esté transparente en los bordes, aproximadamente 4 minutos. Agregue el vino y cocine, revolviendo constantemente, hasta que se evapore, de 1 a 2 minutos.
Agregue 1/2 taza (aproximadamente un cucharón) de agua hirviendo a la mezcla de arroz y cocine, revolviendo constantemente, hasta que se absorba el agua, aproximadamente de 1 a 2 minutos. Continúe agregando agua 1/2 taza a la vez y revolviendo constantemente hasta que el arroz esté al dente y se absorba toda el agua, aproximadamente 20 minutos. Agregue 2 tazas de puré de calabaza y continúe cocinando, revolviendo, hasta que esté completamente caliente, de 3 a 5 minutos. Pruebe y agregue más sal si es necesario.
Mientras tanto, cocine las semillas de calabaza, el pimentón, las hojuelas de pimiento rojo y el 1/3 de taza de aceite restante y 1/2 cucharadita. Sal en una sartén grande a fuego medio, revolviendo con frecuencia, hasta que las semillas estén infladas y comiencen a dorarse y el aceite esté fragante, de 2 a 3 minutos. Retire del fuego y agregue la ralladura de naranja (la ralladura chisporroteará).
Transfiera el risotto a un plato. Vierta las pepitas y el aceite, luego cubra con eneldo. Sirva con gajos de naranja al lado para exprimir.",creamy-squash-risotto-with-toasted-pepitas,"['2 calabazas grandes (aproximadamente 4 1/2 libras en total)', '1/4 taza de aceite de oliva virgen extra', '1 cucharada. miso blanco', '1 cucharadita. pimentón ahumado', '1/2 cucharadita. sal kosher', '1/3 taza más 2 cucharadas. aceite de oliva virgen extra', '1 cebolla mediana, finamente picada', '2 1/2 cdta. (o más) sal kosher, dividida', '2 tazas de arroz arborio', '1 taza de vino blanco seco o sidra dura o dulce', '3/4 taza de semillas de calabaza crudas (pepitas)', '2 cucharaditas. pimentón ahumado', '1/4 cucharadita. hojuelas de pimiento rojo triturado', '2 cucharaditas. ralladura de naranja finamente rallada', '1/2 taza de eneldo o perejil picado en trozos grandes (de aproximadamente 1/2 manojo)', 'Gajos de naranja (para servir)']"
426,Tazones de hummus con ensalada de invierno,"['4–6 large eggs', '5 Tbsp. unseasoned rice vinegar', '1 Tbsp. honey', '1 Tbsp. tamari or soy sauce', '1/2 tsp. kosher salt', '1/4 cup extra-virgin olive oil, plus more for drizzling', '1 bunch curly kale, stems removed, torn into bite-size pieces', '1 lb. brussels sprouts, trimmed, thinly sliced', '1 cup store-bought or homemade hummus', '1 cup Seedy Power Sprinkle', 'Flaky sea salt']","Hierva una olla mediana con agua a fuego alto. Sumerja suavemente los huevos en agua y cocine durante 7 minutos. Transfiera a un tazón grande con agua helada y déjelo reposar hasta que se enfríe lo suficiente como para manipularlo. Pelar y cortar por la mitad a lo largo.
Mientras tanto, bata el vinagre, la miel, el tamari, la sal kosher y 1/4 taza de aceite en un tazón grande hasta que quede suave. Agrega la col rizada y las coles de Bruselas. Mezcle y masajee con las manos hasta que la col rizada adquiera un color más oscuro y las verduras estén cubiertas con el aderezo.
Coloque aproximadamente 1/4 taza de hummus en los lados de cada tazón. Cubra con ensalada y mitades de huevo; sazone los huevos con sal marina. Rocíe aceite y cubra con una pizca de semillas.
Adelante: Los huevos sin pelar se pueden cocinar con 2 días de anticipación. Transfiera a un recipiente hermético y enfríe. La ensalada de col rizada y coles de Bruselas se puede preparar con 8 horas de anticipación. Cubrir y enfriar.",winter-salad-hummus-bowls,"['4 a 6 huevos grandes', '5 cucharadas. vinagre de arroz sin condimentar', '1 cucharada. miel', '1 cucharada. tamari o salsa de soja', '1/2 cucharadita. sal kosher', '1/4 taza de aceite de oliva extra virgen, y más para rociar', '1 manojo de col rizada, sin tallos, cortada en trozos pequeños', '1 libra de coles de Bruselas, recortadas y en rodajas finas', '1 taza de hummus casero o comprado en la tienda', '1 taza de Seedy Power Sprinkle', 'Sal marina en escamas']"
427,Ponche a la crema,"['3 eggs', 'Zest of 1 lime', '18 ounces evaporated milk', '12 ounces sweetened condensed milk', '1 ½ cups white rum', '½ tsp. grated nutmeg, plus more for garnish', '2 tsps. Angostura bitters']","Prepare un tazón grande o una jarra de boca ancha y un colador de malla fina.
En una batidora eléctrica equipada con un accesorio para batir, bata los huevos y la ralladura de lima a velocidad media-alta hasta que estén muy espumosos, aproximadamente 3 minutos. Reduzca la velocidad de la batidora a baja, agregue la leche evaporada y condensada y mezcle por 2 minutos. Vierta lentamente el ron y luego mezcle durante otros 2 minutos. Agrega la nuez moscada y el amargo de angostura y revuelve durante 1 minuto. Apague la batidora y cuele el ponche a crema a través del colador en la jarra o tazón.
Sirva inmediatamente con hielo y espolvoree con nuez moscada.",ponche-a-crema,"['3 huevos', 'Ralladura de 1 lima', '18 onzas de leche evaporada', '12 onzas de leche condensada azucarada', '1 ½ tazas de ron blanco', '½ cucharadita. nuez moscada rallada y más para decorar', '2 cucharaditas. Amargo de angostura']"
428,Espolvoreado de poder sórdido,"['1 large egg white', '2 Tbsp. extra-virgin olive oil', '2 Tbsp. honey', '1 Tbsp. Aleppo-style pepper (optional)', '2 tsp. kosher salt', '1 cup sunflower seeds', '1/2 cup chia seeds', '1/2 cup flaxseeds', '1/2 cup raw sesame seeds']","Batir la clara de huevo, el aceite, la miel, la pimienta (si se usa), la sal y 1 cucharada. agua en un tazón mediano para combinar. Agregue las semillas de girasol, de chía, de linaza y de sésamo y revuelva para cubrir. Déjelo reposar hasta que se absorba el líquido, aproximadamente 30 minutos.
Precalienta el horno a 325°F. Extienda la mezcla de semillas en una capa uniforme sobre una bandeja para hornear con borde. Hornee, revolviendo muy suavemente después de 10 minutos para alentar a la mezcla a formar pequeños racimos, hasta que estén dorados y crujientes, de 20 a 25 minutos. Dejar enfriar.
Adelante: Sprinkle se puede preparar con 2 semanas de anticipación. Guárdelo en un recipiente hermético a temperatura ambiente.",seedy-power-sprinkle,"['1 clara de huevo grande', '2 cucharadas. aceite de oliva virgen extra', '2 cdas. miel', '1 cucharada. Pimienta de Alepo (opcional)', '2 cucharaditas. sal kosher', '1 taza de semillas de girasol', '1/2 taza de semillas de chía', '1/2 taza de semillas de lino', '1/2 taza de semillas de sésamo crudas']"
429,Ensalada De Pasta,"['1 (2.2-oz.) can oil-packed anchovy fillets', '1 head of garlic, cloves separated, thinly sliced', '3/4 cup extra-virgin olive oil', '3/4 tsp. crushed red pepper flakes', '1 lb. penne pasta', 'Kosher salt', '3 Tbsp. cold unsalted butter', '3 Tbsp. fresh lemon juice', '1 head of radicchio, trimmed, quartered, leaves separated', '1 (5-oz.) package baby arugula', '1 cup basil leaves, torn if large', 'Freshly ground black pepper']","Combine las anchoas, el ajo, el aceite y las hojuelas de pimiento rojo en una sartén grande. Cocine a fuego medio, revolviendo con frecuencia, hasta que las anchoas se desintegren en el aceite y el ajo esté ligeramente dorado, de 6 a 8 minutos.
Mientras tanto, cocine la pasta en una olla grande con agua hirviendo con sal, revolviendo ocasionalmente, hasta que esté al dente. Escurrir, reservando 1 taza del líquido de cocción de la pasta.
Retire la sartén con la mezcla de anchoas del fuego y agregue la mantequilla y el jugo de limón hasta que la mantequilla se derrita. Agregue la pasta y 1/2 taza del líquido de cocción de la pasta y revuelva constantemente hasta que se forme una salsa espesa y brillante, agregando más líquido de cocción de la pasta según sea necesario.
Coloque la achicoria en un tazón grande. Agregue la pasta y la salsa y revuelva para cubrir, agregando más líquido para cocinar la pasta según sea necesario. Agrega la rúcula y la albahaca, pero no las mezcles; sazone con sal y pimienta negra.
Divida la pasta en platos o tazones, revolviendo muy suavemente para que la rúcula se cubra con salsa pero no se ablande demasiado.",salad-pasta,"['1 lata (2,2 onzas) de filetes de anchoa envasados ​​en aceite', '1 cabeza de ajo, dientes separados, en rodajas finas', '3/4 taza de aceite de oliva virgen extra', '3/4 cucharadita. hojuelas de pimiento rojo triturado', '1 libra de pasta penne', 'Sal kosher', '3 cucharadas. mantequilla fría sin sal', '3 cucharadas. jugo de limón fresco', '1 cabeza de achicoria, recortada, cortada en cuartos y con las hojas separadas', '1 paquete (5 onzas) de rúcula tierna', '1 taza de hojas de albahaca, cortadas si son grandes', 'Pimienta negra recién molida']"
430,Martini con hielo,"['2 1⁄4 ounces gin or vodka', '3⁄4 ounce dry vermouth', 'Olives']","Combine los ingredientes líquidos en un vaso bajo lleno con algunos trozos de hielo de tamaño considerable. Revuelva brevemente, unos 5 segundos, para que se enfríe. Agrega una aceituna o dos. Tu trabajo está hecho.",martini-on-the-rocks-easy-cocktail-retro-gin-vodka,"['2 1⁄4 onzas de ginebra o vodka', '3⁄4 onza de vermú seco', 'Aceitunas']"
431,Ostratini,"['2 ounces (60 ml) gin', '1 raw oyster, liquor reserved', '1 strip of lemon peel']","Vierta la ginebra y el licor de ostras en una coctelera llena de hielo. Agite bien y déjelo reposar durante 30 segundos o más para una bebida más suave.
Pasa la cáscara de limón por el borde de una copa de martini. Cuela la ginebra en el vaso y luego gira la cáscara sobre el vaso para soltar una gota de aceite de limón.
Eche la ostra y sirva.",oystertini-oyster-martini-cocktail,"['2 onzas (60 ml) de ginebra', '1 ostra cruda, licor reservado', '1 tira de cáscara de limón']"
432,sakura martini,"['2 1⁄2 ounces Dassai 50 sake', '1 ounce Plymouth gin', '1⁄2 teaspoon Maraska maraschino liqueur', 'Cherry blossom']","Combine los ingredientes líquidos en un vaso mezclador lleno de hielo y revuelva hasta que se enfríen, aproximadamente 30 segundos. Colar en un cupé frío. Adorne con una flor de cerezo.",sakura-martini-kenta-goto-sake-cocktail,"['2 1⁄2 onzas de sake Dassai 50', '1 onza de ginebra Plymouth', '1⁄2 cucharadita de licor de marrasquino Maraska', 'Flor de cerezo']"
433,Cóctel de aliados,"['1 ounce dry gin', '1 ounce dry vermouth', '2 dashes kümmel']","Combine los ingredientes en un vaso mezclador lleno de hielo y revuelva hasta que se enfríen, aproximadamente 30 segundos. Colar en una copa de cóctel fría.",allies-cocktail-martini-variation-hugo-ensslin-kummel-gin,"['1 onza de ginebra seca', '1 onza de vermú seco', '2 guiones de kümmel']"
434,Cóctel puritano,"['2 ounces Plymouth gin', '1 ounce Dolin dry vermouth', '2 teaspoons yellow Chartreuse', '1 dash orange bitters', 'Lemon twist']","Combine los ingredientes líquidos en un vaso mezclador lleno de hielo y revuelva hasta que se enfríen, aproximadamente 30 segundos. Colar en una copa de cóctel fría. Exprime una rodaja de limón sobre la superficie de la bebida y déjala caer en el vaso.",puritan-cocktail-martini-variation-chartreuse,"['2 onzas de ginebra Plymouth', '1 onza de vermú seco Dolin', '2 cucharaditas de Chartreuse amarillo', '1 pizca de amargo de naranja', 'Torcedura de limón']"
435,Esmoquin nº 2,"['Absinthe rinse', '2 1⁄4 ounces Plymouth gin', '1⁄2 ounce Dolin dry vermouth', '1⁄4 ounce maraschino liqueur', '4 dashes orange bitters', 'Orange twist and cherry']","Enjuague una copa de cóctel fría con absenta y deseche el exceso de líquido. Combine los ingredientes líquidos restantes en un vaso mezclador lleno de hielo y revuelva hasta que se enfríen, aproximadamente 30 segundos. Colar en la copa de cóctel que espera. Adorne con la rodaja de naranja y la cereza.",tuxedo-no-2-martini-cocktail-variation-absinthe,"['Enjuague de absenta', '2 1⁄4 onzas de ginebra Plymouth', '1⁄2 onza de vermú seco Dolin', '1⁄4 onza de licor de marrasquino', '4 toques de amargo de naranja', 'Gris de naranja y cereza']"
436,Cóctel de obituarios,"['2 ounces gin', '¼ ounce dry vermouth', '¼ ounce absinthe']","Combine todos los ingredientes excepto la rodaja de limón en un vaso mezclador lleno de hielo y revuelva hasta que se enfríe, aproximadamente 30 segundos. Colar en un cupé frío. Exprime una rodaja de limón sobre la bebida y colócala en el vaso.",obituary-cocktail-martini-riff-drink,"['2 onzas de ginebra', '¼ de onza de vermú seco', '¼ de onza de absenta']"
437,Martini seco clásico,"['Cracked ice', '2 1/2 ounces London dry gin, such as Beefeater', '1/2 ounce dry vermouth, preferably Noilly Prat', 'Green olive for garnish']","En un vaso mezclador o en una coctelera llena de hielo, combine la ginebra y el vermú. Revuelva bien durante unos 30 segundos y luego cuele en una copa de martini. Adorne con una rodaja de aceituna o limón y sirva.",classic-dry-martini-237574,"['Hielo picado', '2 1/2 onzas de ginebra seca londinense, como Beefeater', '1/2 onza de vermú seco, preferiblemente Noilly Prat', 'Aceituna verde para decorar']"
438,Pescado Envuelto En Acelgas Con Limón Y Aceitunas,"['2 lemons', '⅓ cup pitted mixed olives, plus 12 whole pitted olives', '4 tablespoons extra-virgin olive oil', '3 cups cilantro leaves, finely chopped (about ¾ cup)', '4 garlic cloves, finely minced (4 teaspoons)', '1 teaspoon dried red pepper flakes', '5 very large Swiss chard leaves (or more as needed), tough ends trimmed', '1½ pounds skinless, center-cut white fish fillets, such as halibut or cod', '1 teaspoon kosher salt, plus more for seasoning', '¼ teaspoon freshly ground black pepper, plus more for seasoning', '1 small onion, diced', '1½ tablespoons all-purpose flour', '1½ cups chicken stock', '½ cup yellow cherry tomatoes, halved', 'Rice, coucous, or other cooked grain']","Ralla finamente y exprime ambos limones. Reserva el jugo y la mitad de la ralladura. En un tazón pequeño, combine la ralladura restante con las aceitunas, 1 cucharada de aceite de oliva, 2 cucharadas de hojas de cilantro picadas, 1 cucharadita de ajo y las hojuelas de pimiento rojo hasta que se incorporen.
Hierva una olla pequeña de agua a fuego medio-alto. Usa un cuchillo para separar las hojas de los tallos de las acelgas de modo que tengas 2 hojas de cada tallo. Corta finamente los tallos en forma transversal. Sumerge las hojas de acelgas en el agua hirviendo durante 10 segundos para que se ablanden; escurrir, enfriar un poco y secar. Corta el pescado en 8 trozos del mismo tamaño, sazona con sal y pimienta y unta 2 cucharaditas de la mezcla de aceitunas en cada trozo de pescado.
Coloca 1 trozo de pescado sobre un trozo de acelga y enróllalo; use las 2 hojas adicionales para parchar cualquier parte que necesite un envoltorio adicional. Calienta las 3 cucharadas restantes de aceite de oliva en una sartén grande a fuego medio. Agregue la cebolla y cocine, revolviendo, hasta que esté tierna y ligeramente dorada, de 8 a 9 minutos. Agregue los tallos de acelgas con las 3 cucharaditas de ajo restantes y cocine, revolviendo, hasta que se ablanden, de 3 a 4 minutos. Agregue la harina y cocine, revolviendo, hasta que se absorba, 1 minuto. Agregue la ralladura y el jugo de limón reservados con el caldo, la sal y la pimienta y cocine, revolviendo, hasta que el líquido espese y burbujee, de 2 a 3 minutos. Agrega la mayor parte del cilantro restante.
Coloque el pescado en la sartén, esparza los tomates y las aceitunas enteras sobre el pescado, reduzca el fuego a medio-bajo, tape y cocine hasta que el pescado esté opaco y las acelgas se puedan cortar fácilmente, 10 minutos. Sirva sobre el grano de su elección con una cucharada de salsa encima; adorna con cilantro.",chard-wrapped-fish-with-lemon-and-olive,"['2 limones', '⅓ taza de aceitunas mixtas sin hueso, más 12 aceitunas enteras sin hueso', '4 cucharadas de aceite de oliva virgen extra', '3 tazas de hojas de cilantro finamente picadas (aproximadamente ¾ taza)', '4 dientes de ajo finamente picados (4 cucharaditas)', '1 cucharadita de hojuelas de pimiento rojo seco', '5 hojas muy grandes de acelgas (o más según sea necesario), puntas duras recortadas', '1½ libras sin piel, filetes de pescado blanco cortados al centro, como fletán o bacalao', '1 cucharadita de sal kosher y más para condimentar', '¼ de cucharadita de pimienta negra recién molida y más para condimentar', '1 cebolla pequeña cortada en cubitos', '1½ cucharadas de harina para todo uso', '1½ tazas de caldo de pollo', '½ taza de tomates cherry amarillos, cortados por la mitad', 'Arroz', 'cucús', 'u otro grano cocido']"
439,"Chilaquiles Con Tocino, Huevos Y Queso","['1/2 lb. thick-cut bacon, cut into small pieces', '6 garlic cloves, crushed, peeled', '1 serrano chile, thinly sliced', '1 (14.5-oz.) can pinto beans, drained, rinsed', '2 cups jarred or homemade salsa verde, plus more for serving', '8 cups thick tortilla chips, plus more', 'Kosher salt', '4 oz. Monterey Jack or pepper Jack, shredded (about 1 cup)', '1/2 oz. Cotija or Parmesan, finely grated (about 1/4 cup)', '8 large eggs', '1/4 cup cilantro leaves with tender stems', 'Hot sauce and lime wedges (for serving)']","Precalienta el horno a 425°F. Cocine el tocino en una sartén grande de hierro fundido (12"") u otra sartén resistente al horno a fuego medio, revolviendo ocasionalmente, hasta que la grasa se derrita y el tocino comience a estar crujiente, de 5 a 7 minutos. Agregue el ajo y el chile y continúe cocinando, revolviendo, hasta que el tocino esté crujiente y el ajo dorado, de 2 a 3 minutos más. Agregue los frijoles, revuelva para combinar, luego agregue 2 tazas de salsa verde. Pruebe sumergiendo un chip de tortilla en la mezcla; sazone con sal si es necesario.
Transfiera la mezcla de frijoles a un tazón grande (intentar agregar las papas fritas a la sartén hará un desastre, créanos). Agregue suavemente 8 tazas de chips con una espátula de goma hasta que estén completamente cubiertos sin romperlos. Regrese a la sartén caliente. Coloque un puñado de chips frescos verticalmente en la mezcla aquí y allá; se volverán más crujientes a medida que los chilaquiles se horneen. Espolvoree Monterey Jack y Cotija. Haga 8 hendiduras espaciadas uniformemente en el relleno y rompa con cuidado un huevo en cada una. Hornee hasta que las claras de huevo estén opacas y el queso burbujee, de 10 a 15 minutos.
Cubra los chilaquiles con cilantro. Sirva con salsa picante, rodajas de lima y más salsa verde.",chilaquiles-with-bacon-eggs-and-cheese,"['1/2 libra de tocino de corte grueso, cortado en trozos pequeños', '6 dientes de ajo machacados, pelados', '1 chile serrano, en rodajas finas', '1 lata (14,5 oz) de frijoles pintos, escurridos y enjuagados', '2 tazas de salsa verde en frasco o casera, y más para servir', '8 tazas de chips de tortilla gruesos y más', 'Sal kosher', '4 oz. Monterey Jack o pepper Jack, rallado (aproximadamente 1 taza)', '1/2 oz. Cotija o parmesano, finamente rallado (aproximadamente 1/4 taza)', '8 huevos grandes', '1/4 taza de hojas de cilantro con tallos tiernos', 'Salsa picante y rodajas de limón (para servir)']"
